op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	fecha_publicacion	
132545	CHRISTIAN LAUNITZ MARIN SERVICIOS M	Par	Blanco y negro	Generales	8x2	04	5.000	Publicado	Heinger Vega Torres	2017-7-30 00:00:00	
134977	CLARO CHILE S.A.	Impar	Cuatricromia	Generales	35x6	05	850.000	Publicado	Kathine Soto-Stgo	2017-7-30 00:00:00	
132698	INMOBILIARIA ELQUI S.A.	Par	Cuatricromia	Generales	17x3	06	223.555	Publicado	M Cristina Puga	2017-7-30 00:00:00	
134386	ADMINISTR. CMR FALABELLA LTDA.	Impar	Cuatricromia	Generales	35x6	07	695.000	Publicado	M Cristina Puga	2017-7-30 00:00:00	
132733	HABITA INMOBILIARIA SA	Par	Cuatricromia	Generales	34x3	09	486.329	Publicado	Miguel Apey	2017-7-30 00:00:00	
132691	INMOBILIARIA ELQUI S.A.	Par	Cuatricromia	Generales	17x3	10	223.555	Publicado	M Cristina Puga	2017-7-30 00:00:00	
134851	FUNDACION EDUCACIONAL THE INTERNATI	Par	Cuatricromia	Generales	25x3	10	507.554	Publicado	Patricia Villena	2017-7-30 00:00:00	
134704	ILUSTRE MUNICIPALIDAD DE LA SERENA	Par	Blanco y negro	Generales	17x2	11	126.999	Publicado	M Cristina Puga	2017-7-30 00:00:00	
134953	DIRECCION GENERAL DEL CREDITO PREND	Par	Blanco y negro	Generales	18x2	11	134.469	Publicado	Jacqueline Torres	2017-7-30 00:00:00	
134957	DIRECCION NACIONAL DEL SERVICIO CIV	Impar	Blanco y negro	Generales	10x2	11	125.504	Publicado	Jacqueline Torres	2017-7-30 00:00:00	
134753	ESPINOZA MU?OZ IVAN	Par	Cuatricromia	Generales	17x6	12	300.000	Publicado	Claudio Romero	2017-7-30 00:00:00	
134902	INMOBILIARIA GUZMAN LTDA	Impar	Cuatricromia	Generales	34x3	13	450.000	Publicado	M Cristina Puga	2017-7-30 00:00:00	
135200	DIARIO EL DIA	Par	Cuatricromia	Generales	17x3	13	0	Publicado	Marcela Tello-ElDia	2017-7-30 00:00:00	
133635	ILUSTRE MUNICIPALIDAD DE COQUIMBO	Par	Blanco y negro	Generales	17x6	14	392.201	Publicado	Miguel Apey	2017-7-30 00:00:00	
134903	INMOBILIARIA GUZMAN LTDA	Impar	Cuatricromia	Generales	34x3	15	450.000	Publicado	M Cristina Puga	2017-7-30 00:00:00	
134392	ESTUDIO JURIDICO OLIVARES Y CIA. SP	Impar	Cuatricromia	Generales	17x6	17	197.669	Publicado	Jacqueline Torres	2017-7-30 00:00:00	
134754	CONSTRUCTORA SERENA LTDA.	Par	Cuatricromia	Generales	25x4	18	242.308	Publicado	Claudio Romero	2017-7-30 00:00:00	
132808	SOCIEDAD ERLER M. HERMANOS Y COMPA?	Par	Cuatricromia	Generales	6x6	22	51.666	Publicado	Claudio Romero	2017-7-30 00:00:00	
130813	DIARIO EL DIA	Par	Blanco y negro	Generales	5x2	23	0	Publicado	Marcela Tello-ElDia	2017-7-30 00:00:00	
132870	INVERSIONES ANDES S.A.C.	Par	Blanco y negro	Generales	5x2	23	0	Publicado	Miguel Apey	2017-7-30 00:00:00	
134353	ESTUDIO JURIDICO OLIVARES Y CIA. SP	Par	Blanco y negro	Generales	5x2	23	2.666	Publicado	Jacqueline Torres	2017-7-30 00:00:00	
134373	INMOBILIARIA NOVA S.A.	Par	Cuatricromia	Generales	35x6	24	450.000	Publicado	Jacqueline Torres	2017-7-30 00:00:00	
