op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
130057	DIRECCION DE BIBLIOTECAS, ARCHIVOS 	Impar	Cuatricromia	Generales	17x3	03	266.696	Publicado	Jacqueline Torres	DIFUSION DIA DEL PATRIMONIO/PRIMERAS PAGINAS	2017-5-28 00:00:00	
130239	OVALLE CASINO RESORT S.A	Impar	Cuatricromia	Generales	17x3	03	196.649	Publicado	Paola Marquez	OCR empleos croupier	2017-5-28 00:00:00	
130311	EMPRESA PERIODISTICA EL NORTE S.A.	Par	Blanco y negro	Medios Regionales	10x2	05	28.900	Publicado	Medios Regionales	Parques de Chile - Actualidad - (88987)	2017-5-28 00:00:00	
129498	EMPRESA EL MERCURIO DE VALPARAISO S	Par	Blanco y negro	Medios Regionales	10x2	05	28.900	Publicado	Medios Regionales	TRAZ, PARQUES DE CHILE  (  80158   ) 	2017-5-28 00:00:00	
130192	INMOBILIARIA RENACIMIENTO LTDA	Par	Cuatricromia	Generales	5x2	05	24.717	Publicado	Karina Rivera	INMOBILIARIA REQUIERE	2017-5-28 00:00:00	
103080	SOCIEDAD MEDICA Y CONSULTORA ESTETI		Cuatricromia	Guia	5x2	06	13.333	Publicado	Maria_Amelia Hermosilla	Diego Polanco	2017-5-28 00:00:00	
130184	ILUSTRE MUNICIPALIDAD DE MONTE PATR	Impar	Blanco y negro	Generales	17x6	07	249.713	Publicado	Claudio Romero	DIRECCION DE ADMINISTRACION Y FINANZAS..REMATE DE VEHICULOS...	2017-5-28 00:00:00	
130327	CAMAL MUSALEM TAPIA Y CIA.	Par	Cuatricromia	Generales	17x6	08	174.777	Publicado	Marcela Tello-ElDia		2017-5-28 00:00:00	
128749	OVALLE CASINO RESORT S.A	Par	Cuatricromia	Generales	25x4	09	171.372	Publicado	Paola Marquez	OCR Eventos Mayo	2017-5-28 00:00:00	
130208	DIARIO EL DIA	Par	Cuatricromia	Generales	35x6	11	0	Publicado	Carolina Naranjo	Sociales - Embajadores MalPaso	2017-5-28 00:00:00	
130249	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	12x6	12	0	Arte	Marcela Tello-ElDia	Concurso Avant Premiere	2017-5-28 00:00:00	
130251	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	17x6	14	0	Arte	Marcela Tello-ElDia		2017-5-28 00:00:00	
