op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
96054	AUTOMOTRIZ CARMONA	Par	Cuatricromia	Generales	6x6	01	23.076	Publicado	Marcela Tello-ElDia	Nissan Qashqai - Portada (si hay disponibilidad)	2016-2-14 00:00:00	
95971	UNIVERSIDAD TECNOLOGICA DE CHILE	Impar	Cuatricromia	Generales	17x6	03	393.297	Publicado	Patricia Villena	Inacap - Unete a nosotros - Ultimos cupos disponibles 	2016-2-14 00:00:00	
96002	CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	06	174.777	Publicado	Marcela Tello-ElDia	Mitsubishi	2016-2-14 00:00:00	
95116	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	6x6	07	0	Publicado	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2016-2-14 00:00:00	
95656	DABED Y CIA. LTDA., SELIM	Par	Cuatricromia	Generales	6x6	08	23.076	Publicado	Nadia Randolph	dabed xpress	2016-2-14 00:00:00	
96003	CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	09	174.777	Publicado	Marcela Tello-ElDia	Ford Gama	2016-2-14 00:00:00	
95764	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	12x6	11	0	Publicado	Marcela Tello-ElDia	Avant Premiere - Club de Lectores	2016-2-14 00:00:00	
96130	PRENSA DEL LIMARI LTDA.	Par	Blanco y negro	Generales	17x6	13	0	Publicado	Marcela Tello-ElDia		2016-2-14 00:00:00	
95922	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	17x3	14	0	Publicado	Marcela Tello-ElDia	El cine un lugar para el Amor - Cinemark	2016-2-14 00:00:00	
95368	SOCIEDAD BUSTOS Y PROCURIZA LTDA.	Par	Blanco y negro	Generales	10x2	14	27.542	Publicado	Maria_Amelia Hermosilla	Cento	2016-2-14 00:00:00	
