op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	fecha_publicacion	
69512	HERMANAS CALLEGARI LTDA.	Par	Cuatricromia	Generales	34x6	05	0	Arte	Marcela Tello-ElDia	2015-2-22 00:00:00	
67869	CHRISTIAN LAUNITZ MARIN SERVICIOS M	Par	Blanco y negro	Generales	3x2	06	6.452	Publicado	Jacqueline Torres	2015-2-22 00:00:00	
67418	HABITA INMOBILIARIA SA	Par	Cuatricromia	Generales	34x3	07	486.328	Publicado	Miguel Apey	2015-2-22 00:00:00	
69117	INMOBILIARIA SERENA S.A.	Par	Cuatricromia	Generales	35x6	09	448.000	Publicado	Claudio Romero	2015-2-22 00:00:00	
69521	LA ELEGANTE	Par	Blanco y negro	Generales	17x3	10	0	Publicado	Patricia Villena	2015-2-22 00:00:00	
69524	HABITA INMOBILIARIA SA	Par	Blanco y negro	Generales	9x2	10	69.212	Publicado	Miguel Apey	2015-2-22 00:00:00	
69482	OMD CHILE S.A.	Impar	Cuatricromia	Generales	17x6	11	470.640	Publicado	Kathine Soto-Stgo	2015-2-22 00:00:00	
69341	ILUSTRE MUNICIPALIDAD DE COQUIMBO	Par	Cuatricromia	Generales	34x6	12	1.098.161	Publicado	Miguel Apey	2015-2-22 00:00:00	
69429	COMERCIAL CELTA LIMITADA	Par	Blanco y negro	Generales	5x2	13	49.437	Publicado	Miguel Apey	2015-2-22 00:00:00	
69430	COMERCIAL CELTA LIMITADA	Par	Blanco y negro	Generales	5x2	13	49.437	Publicado	Miguel Apey	2015-2-22 00:00:00	
69459	INMOBIL. PY  S.A.	Par	Blanco y negro	Generales	5x2	13	54.930	Publicado	Claudio Romero	2015-2-22 00:00:00	
67954	ILUSTRE MUNICIPALIDAD DE COQUIMBO	Par	Blanco y negro	Generales	18x2	14	138.424	Publicado	Miguel Apey	2015-2-22 00:00:00	
69299	SOC. EDUCACIONAL MONTESSORI LA SERE	Par	Blanco y negro	Generales	8x2	14	87.888	Publicado	Pedro Jaime	2015-2-22 00:00:00	
69486	CONSTRUCTORA MAP LTDA.	Par	Blanco y negro	Generales	8x2	14	39.016	Publicado	Claudio Romero	2015-2-22 00:00:00	
69307	OSMODIAL LTDA.	Par	Blanco y negro	Generales	5x1	15	27.465	Publicado	Miguel Apey	2015-2-22 00:00:00	
69426	OVCO LTDA.	Par	Blanco y negro	Generales	5x2	15	49.437	Publicado	Miguel Apey	2015-2-22 00:00:00	
69496	UNIVERSIDAD BOLIVARIANA	Par	Blanco y negro	Generales	17x3	15	224.115	Publicado	Marcela Tello-ElDia	2015-2-22 00:00:00	
69460	CALZADOS LA ESTRELLA ALPINA	Par	Cuatricromia	Generales	17x3	16	150.000	Publicado	M Cristina Puga	2015-2-22 00:00:00	
69465	CIA. MINERA SAN GERONIMO	Par	Cuatricromia	Generales	17x3	16	223.555	Publicado	M Cristina Puga	2015-2-22 00:00:00	
67826	INMOBILIARIA RENVAL SPA	Par	Cuatricromia	Generales	34x6	17	941.281	Publicado	Rene Pizarro	2015-2-22 00:00:00	
67014	INMOBILIARIA DOMINGA NORTE LTDA	Par	Blanco y negro	Generales	5x2	20	22.631	Publicado	Pedro Jaime	2015-2-22 00:00:00	
69257	NORVAK CHILE SPA	Par	Blanco y negro	Generales	5x2	20	20.378	Publicado	Jacqueline Torres	2015-2-22 00:00:00	
69369	SAN AGUSTIN S.A	Par	Blanco y negro	Generales	5x2	20	54.930	Publicado	Pedro Jaime	2015-2-22 00:00:00	
69381	DIARIO EL DIA	Par	Blanco y negro	Generales	5x1	21	0	Publicado	Marcela Tello-ElDia	2015-2-22 00:00:00	
69390	DIARIO EL DIA	Par	Blanco y negro	Generales	5x1	21	0	Publicado	Marcela Tello-ElDia	2015-2-22 00:00:00	
69399	DIARIO EL DIA	Par	Blanco y negro	Generales	5x1	21	0	Publicado	Marcela Tello-ElDia	2015-2-22 00:00:00	
69444	KAUFMANN S.A.	Par	Blanco y negro	Generales	5x2	21	54.930	Publicado	Pedro Jaime	2015-2-22 00:00:00	
69451	EMPRESA EL MERCURIO DE VALPARAISO S	Par	Blanco y negro	Medios Regionales	6x1	21	16.200	Publicado	Medios Regionales	2015-2-22 00:00:00	
69505	CORP. PARA EL DESARROLLO DE LA REGI	Par	Cuatricromia	Generales	35x6	22	0	Publicado	Patricia Villena	2015-2-22 00:00:00	
69006	EMPRESA EL MERCURIO DE VALPARAISO S	Par	Blanco y negro	Medios Regionales	6x2	23	32.400	Publicado	Medios Regionales	2015-2-22 00:00:00	
69491	INMOBIL. ECOMAC S.A.	Par	Blanco y negro	Generales	6x2	23	56.029	Publicado	Marcela Tello-ElDia	2015-2-22 00:00:00	
69494	MUTUAL DE SEGURIDAD C.CH.C.	Par	Blanco y negro	Generales	5x2	23	54.930	Publicado	Pedro Jaime	2015-2-22 00:00:00	
65109	UNIVERSIDAD CATOLICA DEL NORTE	Par	Cuatricromia	Generales	17x3	24	178.572	Publicado	Miguel Apey	2015-2-22 00:00:00	
67399	FACTOR ONE S.A.	Par	Cuatricromia	Generales	3x2	24	8.306	Publicado	Miguel Apey	2015-2-22 00:00:00	
67679	EMPRESA EL MERCURIO DE VALPARAISO S	Par	Cuatricromia	Medios Regionales	16x3	24	225.447	Publicado	Medios Regionales	2015-2-22 00:00:00	
67054	ILUSTRE MUNICIPALIDAD DE COQUIMBO	Par	Blanco y negro	Generales	17x6	27	343.561	Publicado	Miguel Apey	2015-2-22 00:00:00	
69526	DIARIO EL DIA	Par	Blanco y negro	Generales	35x6	29	0	Publicado	Carolina Naranjo	2015-2-22 00:00:00	
68402	LA ELEGANTE	Par	Cuatricromia	Generales	8x6	30	0	Publicado	Patricia Villena	2015-2-22 00:00:00	
69515	CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	31	285.498	Publicado	Marcela Tello-ElDia	2015-2-22 00:00:00	
69502	CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	33	285.498	Publicado	Marcela Tello-ElDia	2015-2-22 00:00:00	
67953	EMPRESA EL MERCURIO DE VALPARAISO S	Par	Blanco y negro	Medios Regionales	10x2	34	54.000	Publicado	Medios Regionales	2015-2-22 00:00:00	
69371	CALZADOS LA ESTRELLA ALPINA	Par	Cuatricromia	Generales	10x4	34	153.804	Publicado	M Cristina Puga	2015-2-22 00:00:00	
69485	DIRECCION NACIONAL DEL SERVICIO CIV	Impar	Cuatricromia	Generales	13x4	35	326.310	Publicado	Jacqueline Torres	2015-2-22 00:00:00	
