op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
99861	AUTOMOTRIZ CARMONA	Par	Cuatricromia	Generales	6x6	01	23.076	Publicado	Marcela Tello-ElDia	Nissan Versa - Portada (si hay disponibilidad)	2016-4-25 00:00:00	
99795	INMOBILIARIA NUEVA SERENA	Par	Cuatricromia	Generales	17x6	03	125.000	Publicado	Claudio Romero	PROYECTO EMPRESAS SERENA...REPITE DEL 18/4.	2016-4-25 00:00:00	
100650	AGRICOLA NORTE TALINAY LTDA	Par	Blanco y negro	Generales	5x2	05	1.666	Publicado	Paola Marquez	UIP VENTA ALFALFA	2016-4-25 00:00:00	
100615	VALENTINA ANDREA PIZARRO VIERA			UIP	5x2	05	2.808	Publicado	Leonel Pizarro-Ovalle		2016-4-25 00:00:00	
99081	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	6x6	07	0	Publicado	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2016-4-25 00:00:00	
99280	SOCIEDAD ERLER M. HERMANOS Y COMPA?	Par	Cuatricromia	Generales	6x6	08	16.065	Publicado	Claudio Romero	Muebles Alpina	2016-4-25 00:00:00	
99626	DABED Y CIA. LTDA., SELIM	Par	Cuatricromia	Generales	6x6	09	23.076	Publicado	Nadia Randolph	herram-2	2016-4-25 00:00:00	
98563	EMPRESA PERIODISTICA EL NORTE S.A.	Par	Blanco y negro	Medios Regionales	10x3	10	43.350	Publicado	Medios Regionales	Tattersal - Rte. Prop. Ovalle - (57143)	2016-4-25 00:00:00	
100862	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	15x6	11	0	Arte	Marcela Tello-ElDia	Cupones Cinemark	2016-4-25 00:00:00	
101015	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	17x6	14	0	Arte	Marcela Tello-ElDia		2016-4-25 00:00:00	
99647	SOCIEDAD DE RENTAS FALABELLA S.A	Impar	Cuatricromia	Generales	35x6	16	400.000	Publicado	M Cristina Puga	Open 	2016-4-25 00:00:00	
