op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
169249	CAMPOS DEL NORTE S.A.	Par	Cuatricromia	Generales	5x6	01	23.333	Arte	Patricia Villena	Franja Enjoy Portada EL Ovallino	2018-11-28 00:00:00	
170686	EMPRESA PERIODISTICA EL NORTE S.A.	Par	Cuatricromia	Medios Regionales	16x6	03	221.498	Arte	Medios Regionales	Comercial  La Caserita - Impar - (157226)	2018-11-28 00:00:00	
170497	SOC. SERVICIOS TECNOLOGICOS Y TELCO			UIP	10x6	05	16.260	Arte	Claudio Romero	TELCONOR..AHORA EN OVALLE	2018-11-28 00:00:00	
169767	FUNERARIA ALVARO MAYA TABILO E.I.R.			UIP	5x2	06	3.931	Arte	Karina Rivera	FUNERARIA SANTA ROSA	2018-11-28 00:00:00	
170255	SOCIEDAD DE SERVICIOS MEDICOS E INV			UIP	17x2	06	8.403	Arte	Karina Rivera	CENTRO IMAGEN OVALLE	2018-11-28 00:00:00	
170415	INMOBILIARIA COSTA DORADA LTDA.			UIP	10x2	06	6.756	Arte	Karina Rivera	COSTA DORADA	2018-11-28 00:00:00	
168569	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	6x6	08	0	Arte	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2018-11-28 00:00:00	
170358	OSVALDO PIZARRO	Par	Cuatricromia	Generales	7x2	09	3.931	Arte	Karina Rivera	CONSTRUCTOR CIVIL	2018-11-28 00:00:00	
169010	SOCIEDAD ERLER M. HERMANOS Y COMPA?	Par	Cuatricromia	Generales	12x3	09	16.065	Arte	Claudio Romero	Muebles alpina..	2018-11-28 00:00:00	
170431	CENTRO ESTETICA MATIZ LTDA.	Par	Blanco y negro	Generales	5x1	10	15.302	Arte	Paola Marquez	Matiz busca estilista	2018-11-28 00:00:00	
170926	ILUSTRE MUNICIPALIDAD DE OVALLE	Par	Cuatricromia	Generales	17x6	11	273.110	Arte	Karina Rivera	ARBOL DE NAVIDAD OVALLE	2018-11-28 00:00:00	
