op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
169236	CAMPOS DEL NORTE S.A.	Par	Cuatricromia	Generales	5x6	01	23.333	Publicado	Patricia Villena	Franja Enjoy Portada EL Ovallino	2018-11-15 00:00:00	
169976	ORIGEN COMUNICACIONES S.P.A	Impar	Cuatricromia	Generales	17x6	03	282.368	Publicado	Patricia Villena	Subsidio Clase Media	2018-11-15 00:00:00	
170045	ABRAHAM ZEDAN E HIJOS	Par	Blanco y negro	Generales	5x2	05	11.770	Publicado	Karina Rivera	A ZEDAN REQUIERE	2018-11-15 00:00:00	
169661	DIARIO EL DIA	Par	Blanco y negro	Generales	17x6	06	150.000	Publicado		PUBLI FONDO DE MEDIOS	2018-11-15 00:00:00	
168572	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	6x6	08	0	Publicado	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2018-11-15 00:00:00	
170079	PRENSA DEL LIMARI LTDA.	Par	Blanco y negro	Generales	17x3	09	0	Publicado	Marcela Tello-ElDia		2018-11-15 00:00:00	
169205	DABED Y CIA. LTDA., SELIM	Par	Cuatricromia	Generales	6x6	11	23.076	Publicado	Karina Rivera	O6	2018-11-15 00:00:00	
169550	G&O INGENIERIA Y RECUSROS HIDRICOS 	181 Palabras		Legal	x	14	44.888	Publicado	Karina Rivera	EXTRACTO DGA	2018-11-15 00:00:00	
170055	MOP OOPP	179 Palabras		Legal	x	14	44.392	Publicado	Karina Rivera	EXTRACTO 1416	2018-11-15 00:00:00	
169561	PORTA S.A.	Impar	Cuatricromia	Generales	35x6	16	401.404	Publicado	Jacqueline Torres		2018-11-15 00:00:00	
