op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	fecha_publicacion	
127398	CHRISTIAN LAUNITZ MARIN SERVICIOS M	Par	Blanco y negro	Generales	8x2	04	0	Publicado	Heinger Vega Torres	2017-4-16 00:00:00	
127390	CALLEGARI LTDA.	Par	Cuatricromia	Generales	34x6	05	570.996	Publicado	Marcela Tello-ElDia	2017-4-16 00:00:00	
127430	DIARIO EL DIA	Par	Cuatricromia	Generales	10x6	06	0	Publicado	Marcela Tello-ElDia	2017-4-16 00:00:00	
126170	HABITA INMOBILIARIA SA	Par	Cuatricromia	Generales	34x3	07	486.328	Publicado	Miguel Apey	2017-4-16 00:00:00	
127423	DEMARCO S.A.	Impar	Blanco y negro	Generales	17x3	07	201.703	Publicado	Patricia Villena	2017-4-16 00:00:00	
124570	INMOBILIARIA ELQUI S.A.	Par	Cuatricromia	Generales	12x4	08	0	Arte	M Cristina Puga	2017-4-16 00:00:00	
127457	DIARIO EL DIA	Par	Cuatricromia	Generales	10x2	08	0	Publicado	Marcela Tello-ElDia	2017-4-16 00:00:00	
127389	CALLEGARI LTDA.	Par	Cuatricromia	Generales	34x6	09	570.996	Publicado	Marcela Tello-ElDia	2017-4-16 00:00:00	
127367	ILUSTRE MUNICIPALIDAD DE COQUIMBO	Par	Blanco y negro	Generales	17x6	11	392.201	Publicado	Miguel Apey	2017-4-16 00:00:00	
124567	INMOBILIARIA ELQUI S.A.	Par	Cuatricromia	Generales	17x3	12	0	Arte	M Cristina Puga	2017-4-16 00:00:00	
126957	BAKULIC RESTAURANT	Par	Cuatricromia	Generales	15x3	12	0	Publicado	Miguel Apey	2017-4-16 00:00:00	
127400	PATAGONIA CHILE LTDA	Impar	Cuatricromia	Generales	17x6	13	0	Publicado	Kathine Soto-Stgo	2017-4-16 00:00:00	
127253	OPTICAS QUEIROLO S.A.	Par	Blanco y negro	Generales	5x2	14	54.930	Publicado	Miguel Apey	2017-4-16 00:00:00	
127273	ARZOBISPADO DE LA SERENA	Par	Blanco y negro	Generales	5x2	14	0	Publicado	Marcela Tello-ElDia	2017-4-16 00:00:00	
127344	SOC. EDUCACIONAL JUAN BOHON S.A.	Par	Blanco y negro	Generales	4x2	14	24.170	Publicado	Jacqueline Torres	2017-4-16 00:00:00	
125558	GOBIERNO REGIONAL - REGION DE COQUI	Impar	Cuatricromia	Contraportada	35x6	15-18	4.500.000	Publicado	Jacqueline Torres	2017-4-16 00:00:00	
126873	INMOBIL. LA SERENA GOLF S.A.	Impar	Cuatricromia	Generales	17x6	19	348.316	Publicado	Patricia Villena	2017-4-16 00:00:00	
126160	INVERSIONES E INMOBILIARIA P.A.T.  	Par	Cuatricromia	Generales	34x3	20	243.165	Publicado	Miguel Apey	2017-4-16 00:00:00	
127435	OVALLE CASINO RESORT S.A	Par	Cuatricromia	Generales	17x3	20	254.931	Publicado	Paola Marquez	2017-4-16 00:00:00	
125933	OVALLE CASINO RESORT S.A	Par	Cuatricromia	Generales	25x4	21	307.608	Publicado	Paola Marquez	2017-4-16 00:00:00	
126442	SOCIEDAD ERLER M. HERMANOS Y COMPA?	Par	Cuatricromia	Generales	6x6	22	51.666	Publicado	Claudio Romero	2017-4-16 00:00:00	
126209	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	6x6	23	0	Publicado	Marcela Tello-ElDia	2017-4-16 00:00:00	
127409	INMOBILIARIA RENVAL SPA	Par	Blanco y negro	Generales	34x6	24	650.000	Publicado	Rene Pizarro	2017-4-16 00:00:00	
127289	DEMARCO S.A.	Impar	Blanco y negro	Generales	17x3	49	201.703	Publicado	Patricia Villena	2017-4-16 00:00:00	
126130	FACTOR ONE S.A.	Par	Cuatricromia	Generales	3x2	50	8.306	Publicado	Miguel Apey	2017-4-16 00:00:00	
126690	ILUSTRE MUNICIPALIDAD DE LA SERENA	Par	Blanco y negro	Generales	17x3	50	190.498	Publicado	M Cristina Puga	2017-4-16 00:00:00	
127228	INMOBILIARIA JCE S.A	Par	Blanco y negro	Generales	5x1	50	27.465	Publicado	M Cristina Puga	2017-4-16 00:00:00	
127335	UNIVERSIDAD DE LA SERENA	Par	Blanco y negro	Generales	10x2	50	42.017	Publicado	Jacqueline Torres	2017-4-16 00:00:00	
127373	INVERSIONES ANDES S.A.C.	Par	Blanco y negro	Generales	5x1	50	24.719	Publicado	Miguel Apey	2017-4-16 00:00:00	
126389	UNIVERSIDAD CENTRAL DE CHILE	Impar	Cuatricromia	Generales	17x6	51	423.577	Publicado	Pedro Cortes	2017-4-16 00:00:00	
126955	UNIVERSIDAD DE LA SERENA	Par	Cuatricromia	Generales	17x3	52	266.695	Publicado	Jacqueline Torres	2017-4-16 00:00:00	
127364	AGUAS DEL VALLE S.A.	Par	Cuatricromia	Generales	17x3	52	266.697	Publicado	Jacqueline Torres	2017-4-16 00:00:00	
126798	PATAGONIA CHILE LTDA	Impar	Cuatricromia	Generales	35x6	53	807.471	Publicado	Kathine Soto-Stgo	2017-4-16 00:00:00	
127275	CAMPOS DEL NORTE S.A.	Impar	Cuatricromia	Generales	17x6	55	611.833	Publicado	Patricia Villena	2017-4-16 00:00:00	
127224	FABIOLA PASTEN LAMAS	Par	Cuatricromia	Generales	17x3	56	50.000	Publicado	Heinger Vega Torres	2017-4-16 00:00:00	
126841	ASESORIAS EN COMPRAVENTA DE INMUEBL	Par	Cuatricromia	Generales	17x6	57	509.861	Publicado	Miguel Apey	2017-4-16 00:00:00	
125768	SOC. EMERGENCIA MOVIL INTEGRAL LTDA	Par	Cuatricromia	Generales	10x6	58	322.989	Publicado	Rene Pizarro	2017-4-16 00:00:00	
127419	DIARIO EL DIA	Par	Blanco y negro	Generales	35x6	59	0	Publicado	Carolina Naranjo	2017-4-16 00:00:00	
127420	DIARIO EL DIA	Par	Blanco y negro	Generales	35x6	60	0	Publicado	Carolina Naranjo	2017-4-16 00:00:00	
127421	DIARIO EL DIA	Impar	Blanco y negro	Generales	35x6	61	0	Publicado	Carolina Naranjo	2017-4-16 00:00:00	
127149	CONSTRUCTORA SAMCO LTDA	Par	Cuatricromia	Generales	9x6	64	269.927	Publicado	Miguel Apey	2017-4-16 00:00:00	
127394	HERMANAS CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	65	0	Arte	Marcela Tello-ElDia	2017-4-16 00:00:00	
126627	ASOCIACION DE CANALISTAS CANAL DE B	Par	Blanco y negro	Generales	7x2	66	76.902	Publicado	Pedro Jaime	2017-4-16 00:00:00	
126685	SOC. ESPARTANO AZUL LTDA.	Par	Blanco y negro	Generales	8x2	66	12.079	Publicado	Heinger Vega Torres	2017-4-16 00:00:00	
127378	INMOBIL. PY  S.A.	Par	Blanco y negro	Generales	6x2	66	65.916	Publicado	Claudio Romero	2017-4-16 00:00:00	
127334	AUTOMOTRIZ CARMONA	Par	Cuatricromia	Generales	17x6	67	285.498	Publicado	Marcela Tello-ElDia	2017-4-16 00:00:00	
127333	AUTOMOTRIZ CARMONA	Par	Cuatricromia	Generales	25x4	69	279.900	Publicado	Marcela Tello-ElDia	2017-4-16 00:00:00	
126590	SERVICIOS GENERALES GUAYACAN S.A	Par	Blanco y negro	Generales	4x2	70	6.666	Publicado	Jacqueline Torres	2017-4-16 00:00:00	
127186	VELIZ CORTES JOSE A.	Par	Blanco y negro	Generales	3x2	70	13.403	Publicado	Pedro Cortes	2017-4-16 00:00:00	
127424	SOCIEDAD ERLER M. HERMANOS Y COMPA?	Par	Blanco y negro	Generales	17x3	70	280.143	Publicado	Pedro Jaime	2017-4-16 00:00:00	
127447	DIARIO EL DIA	Par	Blanco y negro	Generales	12x2	70	0	Publicado	Pedro Jaime	2017-4-16 00:00:00	
