op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
156240	EMPRESAS LA POLAR S.A.	Impar	Cuatricromia	Generales	35x6	03	252.000	Publicado	Patricia Villena	Primera Impar	2018-5-18 00:00:00	
156288	EMPRESA PERIODISTICA EL NORTE S.A.	Par	Blanco y negro	Medios Regionales	6x2	04	18.204	Arte	Medios Regionales	Remate - Banco Santander - (74654)	2018-5-18 00:00:00	
156299	CENCOSUD RETAIL S.A.	Impar	Cuatricromia	Generales	35x6	05	581.344	Publicado	Kathine Soto-Stgo	Paris favor ubicar primeras impares 	2018-5-18 00:00:00	
154988	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	6x6	06	0	Publicado	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2018-5-18 00:00:00	
156220	ILUSTRE MUNICIPALIDAD DE OVALLE	Par	Cuatricromia	Generales	17x2	08	50.000	Publicado	Karina Rivera	Semana del pisco 	2018-5-18 00:00:00	
155126	SOCIEDAD ERLER M. HERMANOS Y COMPA?	Par	Cuatricromia	Generales	9x4	08	16.065	Publicado	Claudio Romero	Muebles alpina..	2018-5-18 00:00:00	
156145	DABED Y CIA. LTDA., SELIM	Par	Cuatricromia	Generales	6x6	11	23.076	Publicado	Karina Rivera	MELAMINAS	2018-5-18 00:00:00	
156319	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	17x6	12	0	Arte	Marcela Tello-ElDia		2018-5-18 00:00:00	
156320	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	8x6	14	0	Arte	Marcela Tello-ElDia		2018-5-18 00:00:00	
156271	EMPRESAS LA POLAR S.A.	Par	Cuatricromia	Contraportada	35x6	16	252.000	Publicado	Patricia Villena	Contraportada La Polar	2018-5-18 00:00:00	
156291	SCOTIABANK CHILE S.A.	216 Palabras		Legal	x	EC	53.568	Publicado	Pedro Jaime		2018-5-18 00:00:00	
