op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
99854	AUTOMOTRIZ CARMONA	Par	Cuatricromia	Generales	6x6	01	23.076	Publicado	Marcela Tello-ElDia	Nissan Versa - Portada (si hay disponibilidad)	2016-4-11 00:00:00	
99793	INMOBILIARIA NUEVA SERENA	Par	Cuatricromia	Generales	17x6	03	125.000	Publicado	Claudio Romero	PROYECTO EMPRESAS SERENA....	2016-4-11 00:00:00	
98561	EMPRESA PERIODISTICA EL NORTE S.A.	Par	Blanco y negro	Medios Regionales	10x3	05	43.350	Publicado	Medios Regionales	Tattersal - Rte. Prop. Ovalle - (57143)	2016-4-11 00:00:00	
99079	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	6x6	07	0	Publicado	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2016-4-11 00:00:00	
99274	SOCIEDAD ERLER M. HERMANOS Y COMPA?	Par	Cuatricromia	Generales	6x6	08	16.065	Publicado	Claudio Romero	Muebles Alpina	2016-4-11 00:00:00	
99619	DABED Y CIA. LTDA., SELIM	Par	Cuatricromia	Generales	6x6	09	23.076	Publicado	Nadia Randolph	ceramicas	2016-4-11 00:00:00	
99765	SOC. EDUCACIONAL DALMACIA LTDA.	Par	Blanco y negro	Generales	10x2	11	23.540	Publicado	Marcela Tello-ElDia		2016-4-11 00:00:00	
97929	parques			UIP	10x2	11	9.765	Publicado	Rene Pizarro	TU TRANQUILIDAD FAMILIAR...PARQUE DE OVALLE...PARQUES DE CHILE...	2016-4-11 00:00:00	
98188	AGRICOLA NORTE TALINAY LTDA	Par	Blanco y negro	Generales	5x2	11	1.666	Publicado	Paola Marquez	UIP VENTA ALFALFA	2016-4-11 00:00:00	
99890	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	17x6	14	0	Arte	Marcela Tello-ElDia		2016-4-11 00:00:00	
99645	SOCIEDAD DE RENTAS FALABELLA S.A	Impar	Cuatricromia	Generales	35x6	16	400.000	Publicado	M Cristina Puga	Open 	2016-4-11 00:00:00	
