op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
108554	SOCIEDAD DE RENTAS FALABELLA S.A	Par	Cuatricromia	Generales	5x6	01	50.980	Publicado	M Cristina Puga	Open Plaza - Mall Ovalle	2016-8-5 00:00:00	
108654	EMPRESA PERIODISTICA EL NORTE S.A.	Par	Cuatricromia	Medios Regionales	32x6	03	150.000	Publicado	Medios Regionales		2016-8-5 00:00:00	
107331	AGRICOLA NORTE TALINAY LTDA	Par	Blanco y negro	Generales	5x2	05	1.666	Publicado	Paola Marquez	UIP VENTA ALFALFA	2016-8-5 00:00:00	
108613	INMOBILIARIA NUEVA SERENA	Par	Cuatricromia	Generales	17x6	06	125.000	Publicado	Claudio Romero	PROYECTO OVALLE...	2016-8-5 00:00:00	
108250	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	6x6	07	0	Arte	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2016-8-5 00:00:00	
107667	SOC HOTELERA Y DE TURISMO HACIENDA 	Par	Cuatricromia	Generales	5x6	08	11.770	Publicado	Patricia Villena	Hacienda Juntas	2016-8-5 00:00:00	
106886	OVALLE CASINO RESORT S.A	Par	Cuatricromia	Generales	6x6	09	21.333	Publicado	Paola Marquez	Auspicio Casino Ovalle Impar	2016-8-5 00:00:00	
108405	GOBIERNO REGIONAL - REGION DE COQUI	Impar	Cuatricromia	Generales	5x6	11	80.677	Publicado	Jacqueline Torres	DIFUSION PROCESO CONSTITUYENTE	2016-8-5 00:00:00	
108498	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	17x3	11	0	Arte	Marcela Tello-ElDia		2016-8-5 00:00:00	
108582	SOC. EDUCACIONAL SOSTENEDORA STA. M	Par	Blanco y negro	Generales	12x2	13	50.847	Publicado	Claudio Romero	CITACION...JUNTA EXTRAORINARIA...	2016-8-5 00:00:00	
108655	EMPRESA PERIODISTICA EL NORTE S.A.	Par	Blanco y negro	Medios Regionales	4x2	13	11.560	Publicado	Medios Regionales	Enami - Servicio Regadio - (148230)	2016-8-5 00:00:00	
108514	AUTOMOTRIZ CARMONA	Par	Cuatricromia	Generales	6x6	14	23.077	Publicado	Marcela Tello-ElDia	Nissan Murano - Portada (Si hay disponibilidad)	2016-8-5 00:00:00	
108611	EMPRESAS LA POLAR S.A.	Impar	Cuatricromia	Generales	34x6	16	252.000	Publicado	Patricia Villena	 La Polar	2016-8-5 00:00:00	
