op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	fecha_publicacion	
159789	DIARIO EL DIA	Par	Cuatricromia	Generales	3x6	06	0	Arte	Marcela Tello-ElDia	2018-7-12 00:00:00	
159197	ARENA CHILE S.A.	Impar	Cuatricromia	Generales	17x6	07	340.000	Publicado	M Cristina Puga	2018-7-12 00:00:00	
158938	SOCIEDAD ERLER M. HERMANOS Y COMPA?	Par	Cuatricromia	Generales	12x3	08	51.666	Publicado	Claudio Romero	2018-7-12 00:00:00	
159795	SOC. COMERCIAL NAPOLEON LTDA.	Par	Blanco y negro	Generales	17x3	09	0	Publicado	Marcela Tello-ElDia	2018-7-12 00:00:00	
159421	ANDES FILM S.A.	Impar	Cuatricromia	Generales	17x6	11	407.889	Publicado	M Cristina Puga	2018-7-12 00:00:00	
158357	C.M. SOC. GASTRONOMICA LTDA.			UIP	5x2	13	7.208	Publicado		2018-7-12 00:00:00	
159731	DIARIO EL DIA	Par	Blanco y negro	Generales	5x2	13	0	Publicado	Marcela Tello-ElDia	2018-7-12 00:00:00	
159005	FACTOR ONE S.A.	Par	Cuatricromia	Generales	3x2	13	8.306	Publicado	Miguel Apey	2018-7-12 00:00:00	
159070	INVERSIONES ANDES S.A.C.	Par	Blanco y negro	Generales	5x2	13	0	Publicado	Miguel Apey	2018-7-12 00:00:00	
159790	DIARIO EL DIA	Par	Cuatricromia	Generales	5x2	14	0	Arte	Marcela Tello-ElDia	2018-7-12 00:00:00	
159791	DIARIO EL DIA	Par	Blanco y negro	Generales	5x1	14	0	Arte	Marcela Tello-ElDia	2018-7-12 00:00:00	
159553	FAISAL HARCHA LASEN			UIP	5x2	14	0	Arte	Paola Marquez	2018-7-12 00:00:00	
154426	CERNA E HIJOS CIA. LTDA.	Par	Blanco y negro	Generales	5x1	14	3.566	Publicado	Nadia Randolph	2018-7-12 00:00:00	
158675	SOC. GASTRONOMICA Y DE TURISMO MART	Par	Blanco y negro	Generales	5x2	14	0	Publicado	Marcela Tello-ElDia	2018-7-12 00:00:00	
159036	INVERSIONES ANDES S.A.C.	Par	Blanco y negro	Generales	4x5	14	20.508	Publicado	Miguel Apey	2018-7-12 00:00:00	
158973	SOC. DE GES			UIP	5x1	14	8.937	Publicado	Miguel Apey	2018-7-12 00:00:00	
158900	ARMAQ SUBIRI S.A.			UIP	5x1	14	8.937	Publicado	Claudio Romero	2018-7-12 00:00:00	
158692	PILLA LA VACA	Par	Blanco y negro	Generales	5x2	14	0	Publicado	Marcela Tello-ElDia	2018-7-12 00:00:00	
158610	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	6x6	16	0	Publicado	Marcela Tello-ElDia	2018-7-12 00:00:00	
159093	LABORATORIO CLINICO STA. MARIA LA S	Par	Blanco y negro	Generales	6x2	20	7.470	Publicado	Miguel Apey	2018-7-12 00:00:00	
159593	MOP OOPP	Par	Blanco y negro	Generales	20x2	20	146.480	Publicado	Jacqueline Torres	2018-7-12 00:00:00	
159757	SERVICIO DE BIENESTAR DEL PERSONAL 	Par	Blanco y negro	Generales	6x2	20	43.944	Publicado	Pedro Jaime	2018-7-12 00:00:00	
159794	DIARIO EL DIA	Par	Cuatricromia	Generales	6x6	22	0	Arte	Marcela Tello-ElDia	2018-7-12 00:00:00	
159308	CAMPOS DEL NORTE S.A.	Par	Cuatricromia	Generales	17x3	27	0	Publicado	Patricia Villena	2018-7-12 00:00:00	
159773	DIARIO EL DIA	Par	Blanco y negro	Generales	17x6	28	0	Arte	Carolina Naranjo	2018-7-12 00:00:00	
159680	DIARIO EL DIA	Par	Cuatricromia	Generales	17x6	28	0	Publicado	Marcela Tello-ElDia	2018-7-12 00:00:00	
159761	FUNDACION EDUCACIONAL THE INTERNATI	Par	Blanco y negro	Generales	10x2	29	50.536	Publicado	Patricia Villena	2018-7-12 00:00:00	
159760	FUNDACION MARIA EDUCA	Par	Blanco y negro	Generales	10x2	29	51.268	Publicado	Jacqueline Torres	2018-7-12 00:00:00	
159707	DEL RIO VARELA JORGE	Par	Blanco y negro	Generales	10x2	EC-17	51.268	Publicado	Pedro Jaime	2018-7-12 00:00:00	
159792	DIARIO EL DIA	Par	Cuatricromia	Generales	8x4	EC-17	0	Arte	Marcela Tello-ElDia	2018-7-12 00:00:00	
159793	DIARIO EL DIA	Par	Cuatricromia	Generales	17x6	EC-18	0	Arte	Marcela Tello-ElDia	2018-7-12 00:00:00	
157698	INVERSIONES DE TURISMO LOS LAGOS S.	Par	Blanco y negro	Generales	5x2	EC-18	7.003	Publicado	Rene Pizarro	2018-7-12 00:00:00	
152123	HOTELERIA LUIS ALBERTO BERETTA KIEK	Par	Blanco y negro	Generales	5x2	EC-18	6.061	Publicado	Patricia Villena	2018-7-12 00:00:00	
