op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
140476	SOCIEDAD DE RENTAS FALABELLA S.A	Par	Cuatricromia	Generales	8x6	01	50.980	Publicado	M Cristina Puga		2017-10-7 00:00:00	
139859	INMOBILIARIA NUEVA SERENA			UIP	10x6	03	16.260	Publicado	Claudio Romero	2 avisos los llanos de san luis (publicar ene forma intercalada)	2017-10-7 00:00:00	
138329	CENTRO DE SALUD PORTALES LTDA			UIP	5x4	05	4.504	Publicado	Karina Rivera		2017-10-7 00:00:00	
136070	INVERSIONES TANGUEMAR LIMITADA			UIP	5x2	07	2.808	Publicado	Patricia Villena	Tanguemar	2017-10-7 00:00:00	
137225	TEODORO AGUIRRE ALVAREZ			UIP	5x2	07	2.808	Publicado	Karina Rivera	REGIONALISTA VERDE SOCIAL	2017-10-7 00:00:00	
140466	ESTUDIO JURIDICO OLIVARES Y CIA. SP	Par	Blanco y negro	Generales	5x2	07	2.000	Publicado	Jacqueline Torres	ESTUDIO JURIDICO OLIVARES	2017-10-7 00:00:00	
140656	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	12x6	08	0	Arte	Marcela Tello-ElDia	Avant Premiere - Club de Lectores	2017-10-7 00:00:00	
140208	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	6x6	09	0	Publicado	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2017-10-7 00:00:00	
140511	JACQUELINE JOFRE VILLANUEVA			UIP	5x2	11	2.808	Publicado	Karina Rivera	CORTINAS ROLLER OVALLE	2017-10-7 00:00:00	
139239	SCOTIABANK CHILE S.A.	559 Palabras		Legal	x	14	138.655	Publicado	Pedro Jaime		2017-10-7 00:00:00	
140786	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	6x6	14	0	Arte	Marcela Tello-ElDia		2017-10-7 00:00:00	
