op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
91379	AUTOMOTRIZ CARMONA	Par	Cuatricromia	Generales	6x6	01	23.076	Publicado	Marcela Tello-ElDia	Nissan huincha portada	2015-12-20 00:00:00	
89077	UNIVERSIDAD TECNOLOGICA DE CHILE	Impar	Cuatricromia	Generales	17x6	03	393.297	Publicado	Patricia Villena	INACAP ubicar en primera impar	2015-12-20 00:00:00	
88495	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	10x3	04	0	Publicado	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2015-12-20 00:00:00	
81468	INVERSIONES TANGUEMAR LIMITADA	Impar	Blanco y negro	Generales	5x2	05	0	Publicado	Patricia Villena	Tanguemar	2015-12-20 00:00:00	
91560	INVERSIONES AVANZADA LTDA	Par	Blanco y negro	Generales	5x2	05	5.833	Publicado	Jacqueline Torres	campo lindo valle	2015-12-20 00:00:00	
91429	INMOBILIARIA OASIS DEL LIMAR? LTDA	Par	Blanco y negro	Generales	5x2	05	1.428	Publicado	Italo Retamal	arriendo local oasis	2015-12-20 00:00:00	
91640	CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	06	0	Arte	Marcela Tello-ElDia	Kia	2015-12-20 00:00:00	
91527	SOC. AGRICOLA ANGOSTURA LTDA.	Par	Blanco y negro	Generales	10x2	07	61.205	Publicado	Leonel Pizarro-Ovalle	ADMINISTRATIVO CONTABLE	2015-12-20 00:00:00	
91552	FAMESA EXPLOSIVOS S.A.	Impar	Blanco y negro	Generales	10x2	07	36.723	Publicado	Italo Retamal	empleo	2015-12-20 00:00:00	
90540	JUNTA NACIONAL DE JARDINES INF. REG	Par	Cuatricromia	Generales	17x6	08	297.158	Publicado	Jacqueline Torres	DIFUSION MATRICULATE	2015-12-20 00:00:00	
91340	SALINAS Y FABRES S.A.	Impar	Cuatricromia	Generales	17x6	09	314.638	Publicado	M Cristina Puga	Salfa	2015-12-20 00:00:00	
91641	CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	11	174.777	Publicado	Marcela Tello-ElDia	Ford - Rep.	2015-12-20 00:00:00	
91639	CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	14	174.777	Publicado	Marcela Tello-ElDia	Mitsubishi	2015-12-20 00:00:00	
