op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
72447	SOC. AUTOMOTRIZ COVALSA CENTER LTDA	Par	Cuatricromia	Generales	5x6	01	51.405	Publicado	Claudio Romero	PORTADA ..COVALSA	2015-4-27 00:00:00	
73046	CENCOSUD ADMINISTRADORAS DE TARJETA	Impar	Cuatricromia	Generales	35x3	03	200.000	Publicado	M Cristina Puga	Tarjeta cencosud	2015-4-27 00:00:00	
73856	ada d			UIP	5x2	05	2.808	Publicado	Italo Retamal	Saludo ovalle zona ada	2015-4-27 00:00:00	
73830	brillador			UIP	17x2	05	9.211	Publicado	Italo Retamal	alto brillador 	2015-4-27 00:00:00	
72460	SOCIEDAD ERLER M. HERMANOS Y COMPA?	Par	Cuatricromia	Generales	6x6	06	16.065	Publicado	Claudio Romero	Muebles Alpina	2015-4-27 00:00:00	
72350	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	10x3	07	0	Publicado	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2015-4-27 00:00:00	
74342	CALLEGARI LTDA.	Par	Cuatricromia	Generales	6x6	08	30.000	Publicado	Marcela Tello-ElDia	Kia - Rep. 26/4	2015-4-27 00:00:00	
74062	ABRIL PUBLICIDAD INVERSIONES Y ASES	Impar	Cuatricromia	Generales	35x6	09	445.386	Publicado	Patricia Villena	Ensayo PSU 2015	2015-4-27 00:00:00	
73780	DABED Y CIA. LTDA., SELIM	Impar	Cuatricromia	Generales	12x3	11	23.077	Publicado	Italo Retamal	Saludo dabed	2015-4-27 00:00:00	
74098	DERCOMAQ S.A.	Impar	Cuatricromia	Generales	17x3	11	100.846	Publicado	Kathine Soto-Stgo	venta de Bodega	2015-4-27 00:00:00	
73947	constructora carolina ltda			UIP	10x6	13	16.260	Publicado	Italo Retamal	Constructora carolina	2015-4-27 00:00:00	
74301	AGUAS DEL VALLE S.A.	Par	Cuatricromia	Generales	17x3	14	99.165	Publicado	Jacqueline Torres	DIFUSION CUIDEMOS EL AGUA	2015-4-27 00:00:00	
74042	FARMACIAS CRUZ VERDE S.A.	Impar	Cuatricromia	Generales	35x6	16	415.246	Publicado	Italo Retamal	cruz verde	2015-4-27 00:00:00	
