op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
95647	HERMANAS CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	03	174.777	Publicado	Marcela Tello-ElDia	Ssang Yong	2016-2-7 00:00:00	
95649	CAMAL MUSALEM TAPIA Y CIA.	Par	Blanco y negro	Generales	17x3	04	62.424	Publicado	Marcela Tello-ElDia	Totota - Los mejores modelos...	2016-2-7 00:00:00	
93886	PARQUES DE CHILE S.A.	Par	Blanco y negro	Generales	10x2	05	73.240	Publicado	Rene Pizarro	Parques de Chile...( nuevo )	2016-2-7 00:00:00	
95367	SOCIEDAD BUSTOS Y PROCURIZA LTDA.	Par	Blanco y negro	Generales	10x2	05	27.542	Publicado	Maria_Amelia Hermosilla	Cento	2016-2-7 00:00:00	
95446	AGRICOLA CERRILLOS DE TAMAYA	Par	Blanco y negro	Generales	4x2	05	24.482	Publicado	Pedro Jaime	TECNICO AGRICOLA, 5 X  3 , LIGHTS	2016-2-7 00:00:00	
95646	CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	06	174.777	Publicado	Marcela Tello-ElDia	Ford	2016-2-7 00:00:00	
95115	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	6x6	07	0	Publicado	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2016-2-7 00:00:00	
95650	DABED Y CIA. LTDA., SELIM	Par	Cuatricromia	Generales	6x6	08	23.076	Publicado	Nadia Randolph	Dabed Motos	2016-2-7 00:00:00	
95645	HERMANAS CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	09	174.777	Publicado	Marcela Tello-ElDia	Chery	2016-2-7 00:00:00	
95634	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	12x6	11	0	Publicado	Marcela Tello-ElDia	Avant Premiere - Club de Lectores	2016-2-7 00:00:00	
95694	PRENSA DEL LIMARI LTDA.	Par	Cuatricromia	Generales	17x6	14	0	Publicado	Marcela Tello-ElDia		2016-2-7 00:00:00	
