op	cliente	ubicacion	color	disposicion	tamano	pagina	total	estado	vendedor	llamado	fecha_publicacion	
71664	CALLEGARI LTDA.	Par	Cuatricromia	Generales	6x6	01	100.000	Publicado	Marcela Tello-ElDia	Kia	2015-3-22 00:00:00	
71666	HERMANAS CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	03	174.777	Publicado	Marcela Tello-ElDia		2015-3-22 00:00:00	
71708	CAMAL MUSALEM TAPIA Y CIA.	Par	Blanco y negro	Generales	21x3	05	77.112	Publicado	Marcela Tello-ElDia	Toyota All New Yaris/RAV4	2015-3-22 00:00:00	
71714	DABED Y CIA. LTDA., SELIM	Impar	Cuatricromia	Generales	6x6	06	23.077	Publicado	Italo Retamal	fiesta del maestro 	2015-3-22 00:00:00	
71705	LA ELEGANTE	Par	Blanco y negro	Generales	17x3	07	0	Arte	Patricia Villena		2015-3-22 00:00:00	
70089	SOC. HOTELERA VICHUQUEN LTDA.	Par	Blanco y negro	Generales	10x3	07	0	Publicado	Marcela Tello-ElDia	Almuerzos ejecutivos - Canje	2015-3-22 00:00:00	
71561	ACADEMIA DE GIMNASIO FITNET LIMITAD	Par	Cuatricromia	Generales	17x6	08	0	Publicado	Miguel Apey	GIMNASIO SPORTLIFE	2015-3-22 00:00:00	
71665	CALLEGARI LTDA.	Par	Cuatricromia	Generales	17x6	09	174.777	Publicado	Marcela Tello-ElDia	Ford - Rep. 15/3	2015-3-22 00:00:00	
71711	CAMAL MUSALEM TAPIA Y CIA.	Par	Blanco y negro	Generales	22x3	10	80.784	Publicado	Marcela Tello-ElDia		2015-3-22 00:00:00	
70703	AGUAS DEL VALLE S.A.	Impar	Cuatricromia	Generales	17x6	11	220.000	Publicado	Italo Retamal	cuidar el agua	2015-3-22 00:00:00	
